iter,best_fit,avg_velocity,diversity,num_improving,w,c1,c2
0,1.8451554643536952,1.7493182341995985,3.7648177272220402,8,1.2,1.4,1.4
1,1.8451554643536952,1.695216873944394,2.9337361313646886,8,1.2,1.4,1.4
2,1.8451554643536952,1.791451357880344,1.8465182320974276,10,1.2,1.4,1.4
3,1.8451554643536952,1.737291002997059,1.5545323176234092,8,1.2,1.4,1.4
4,1.8451554643536952,1.521642876591974,1.6333965135206014,4,1.2,1.4,1.4
5,1.8451554643536952,1.6328085071683613,1.6837818519607055,4,1.2,1.4,1.4
6,1.8451554643536952,1.5220909614456246,1.560253175397368,2,1.2,1.4,1.4
7,1.8451554643536952,1.5176987885210083,1.608312413765067,2,1.2,1.4,1.4
8,1.8451554643536952,1.4344496651520848,1.670307813561441,2,1.2,1.4,1.4
9,1.8451554643536952,1.627672510304882,1.4054493827206769,2,1.2,1.4,1.4
10,1.8451554643536952,1.4712069484910686,1.6869797792920085,3,1.2,1.4,1.4
11,1.8451554643536952,1.6132823402088199,1.537653667651781,1,1.2,1.4,1.4
12,1.8451554643536952,1.5103217934794022,1.5714410899781932,4,1.2,1.4,1.4
13,1.8451554643536952,1.5811852142598795,1.9660286102915454,0,1.2,1.4,1.4
14,1.8451554643536952,1.4297474095641864,1.8096189313590407,0,1.2,1.4,1.4
15,1.8451554643536952,1.6590811124454565,1.5861052657262174,2,1.2,1.4,1.4
16,1.5598147848058943,1.6116813634481306,1.53817579547008,2,1.2,1.4,1.4
17,1.0423563911124063,1.7637634606853347,1.468230788891813,4,1.2,1.4,1.4
18,1.0423563911124063,1.7392456640293499,1.991678079163948,1,1.2,1.4,1.4
19,1.0423563911124063,1.4684775871199194,2.0053568979029626,1,1.2,1.4,1.4
20,1.0423563911124063,1.7546379094503686,1.779723317742984,0,1.2,1.4,1.4
21,1.0423563911124063,1.6305701066585283,1.7828425372612078,0,1.2,1.4,1.4
22,1.0423563911124063,1.6650227610976498,1.627032105263427,2,1.2,1.4,1.4
23,1.0423563911124063,1.7278485474884426,1.7032772747176046,1,1.2,1.4,1.4
24,1.0423563911124063,1.4126833610585758,1.6946043099661996,0,1.2,1.4,1.4
25,1.0423563911124063,1.6679417085893875,1.474658083250769,0,1.2,1.4,1.4
26,1.0423563911124063,1.6015216343541863,1.6664905013570688,2,1.2,1.4,1.4
27,1.0423563911124063,1.4497351070726194,1.5659861924465392,0,1.2,1.4,1.4
28,1.0423563911124063,1.5876107357486613,1.3808966126442939,0,1.2,1.4,1.4
29,1.0423563911124063,1.6035096035200085,1.4059365332131577,1,1.2,1.4,1.4
30,1.0423563911124063,1.5492037798688045,1.5448182079403225,0,1.2,1.4,1.4
31,1.0423563911124063,1.6048892101816228,1.7346646234134344,0,1.2,1.4,1.4
32,1.0423563911124063,1.516375633494262,1.843960315875718,0,1.2,1.4,1.4
33,1.0423563911124063,1.6641082222286543,1.6258034307855571,0,1.2,1.4,1.4
34,1.0423563911124063,1.606190312845643,1.8318599614171038,0,1.2,1.4,1.4
35,1.0423563911124063,1.5215674768076721,1.6445272500132504,2,1.2,1.4,1.4
36,1.0423563911124063,1.6129701006232877,1.3590878453372057,1,1.2,1.4,1.4
37,1.0423563911124063,1.5835920941230879,1.451879519563436,0,1.2,1.4,1.4
38,1.0423563911124063,1.528041350021271,1.5224252281748052,1,1.2,1.4,1.4
39,1.0423563911124063,1.5957207421317128,1.6206507480827022,0,1.2,1.4,1.4
