iter,p0_x0,p0_x1,p1_x0,p1_x1,p2_x0,p2_x1,p3_x0,p3_x1,p4_x0,p4_x1,p5_x0,p5_x1,p6_x0,p6_x1,p7_x0,p7_x1,p8_x0,p8_x1,p9_x0,p9_x1,p10_x0,p10_x1,p11_x0,p11_x1,p12_x0,p12_x1,p13_x0,p13_x1,p14_x0,p14_x1,p15_x0,p15_x1,p16_x0,p16_x1,p17_x0,p17_x1,p18_x0,p18_x1,p19_x0,p19_x1
0,-4.710503319099558,-1.5406116677802628,2.046632347684845,0.683882652291107,-3.0142159859333346,-1.7301476747778723,0.7442266744436958,-1.6895689380942973,-1.3035208460882641,-5.047081008399427,-0.6586107531705627,4.344346872988894,1.9901864551681818,4.849597287039466,-1.9954686367082148,-4.636179277515068,-1.02876122143069,-4.613806295117906,-1.041264502354391,-4.723414297627499,0.3726075560769164,1.473346891683632,2.639503158196791,0.14315606582833063,-2.819600380586546,-3.697578901603495,-3.6618731940048326,-0.9105089866175105,5.087706837639238,-3.4462585668818404,-1.5387372666973227,-1.126925181228835,-3.595975804519093,-2.858133016942087,0.6726858217785443,4.472902790979236,1.0147458469794923,-0.42085081229085386,-4.179039596799543,3.908339264705625
1,-5.12,-1.320224006489434,1.5466323476848451,0.183882652291107,-2.5142159859333346,-2.2197159453462207,0.24422667444369583,-1.1895689380942973,-0.8035208460882641,-4.547081008399427,-0.15861075317056272,3.8443468729888943,1.4901864551681818,5.12,-1.4954686367082148,-4.136179277515068,-0.52876122143069,-4.113806295117906,-0.5412645023543909,-4.223414297627499,-0.12739244392308358,1.973346891683632,2.139503158196791,-0.3568439341716694,-2.319600380586546,-3.2775381378223383,-3.1618731940048326,-0.41050898661751045,5.12,-2.9462585668818404,-1.0387372666973227,-1.626925181228835,-3.095975804519093,-2.358133016942087,1.1726858217785443,3.9729027909792363,1.5147458469794923,0.07914918770914614,-3.6790395967995426,3.408339264705625
2,-5.101419533807847,-0.8202240064894339,1.0466323476848451,0.683882652291107,-2.0142159859333346,-1.7197159453462207,-0.25577332555630417,-0.6895689380942973,-0.30352084608826413,-4.047081008399427,0.21843125441793337,3.3443468729888943,0.9901864551681818,4.62,-0.9954686367082148,-3.636179277515068,-0.028761221430690043,-3.6138062951179064,-0.04126450235439094,-3.7234142976274986,-0.47739244392308355,2.323346891683632,1.6395031581967912,0.14315606582833063,-1.8196003805865462,-2.7775381378223383,-2.6618731940048326,0.08949101338248955,4.62,-2.4462585668818404,-0.5387372666973227,-1.126925181228835,-2.595975804519093,-1.8581330169420869,0.6726858217785443,3.4729027909792363,1.0147458469794923,0.5791491877091461,-3.1790395967995426,2.908339264705625
3,-4.601419533807847,-0.32022400648943394,0.5766807354030177,1.183882652291107,-1.5142159859333346,-1.2197159453462207,-0.5097999011705743,-0.1895689380942973,0.15093955407966625,-3.5470810083994273,-0.05650741496452322,2.8443468729888943,0.4901864551681818,4.12,-0.49546863670821484,-3.136179277515068,0.1177427604698198,-3.2364120049832072,0.2027241493956971,-3.2234142976274986,-0.15428638798841943,1.9209761445462743,1.1395031581967912,0.6431560658283306,-1.3196003805865462,-2.2775381378223383,-2.1618731940048326,0.5894910133824895,4.12,-1.9462585668818404,-0.03873726669732269,-0.626925181228835,-2.095975804519093,-1.3581330169420869,0.1726858217785443,2.9729027909792363,0.5147458469794923,1.0791491877091461,-2.6790395967995426,2.408339264705625
4,-4.101419533807847,-0.11838744177900573,0.15529979392554716,1.683882652291107,-1.0142159859333346,-0.7197159453462207,-0.2147886661465418,0.3104310619057027,0.08112152870806072,-3.0470810083994273,-0.39993477080133016,2.3443468729888943,-0.009813544831818177,3.62,0.004531363291785162,-2.898869123303675,-0.29324433839275954,-2.7364120049832072,-0.001547673723409554,-2.7234142976274986,0.12151364266991038,1.6861640953766635,0.6395031581967912,1.1431560658283306,-0.8196003805865462,-1.7775381378223383,-1.6618731940048326,1.0894910133824895,3.62,-1.4462585668818404,0.30910258716509065,-0.126925181228835,-1.5959758045190928,-0.8581330169420869,-0.3273141782214557,2.4729027909792363,0.014745846979492327,1.5791491877091461,-2.1790395967995426,1.9083392647056252
5,-3.6014195338078467,0.38161255822099427,-0.2590872211066736,2.183882652291107,-0.5142159859333346,-0.21971594534622074,0.2775068839403745,0.8104310619057027,-0.4188784712919393,-2.5470810083994273,-0.18129369659295183,1.8443468729888943,-0.49949933559354254,3.12,0.16804061783320567,-2.398869123303675,-0.33478037823699636,-2.2364120049832072,-0.34012704267628546,-2.2234142976274986,-0.06957147222429272,1.984450312855825,0.13950315819679115,1.6431560658283306,-0.31960038058654616,-1.2775381378223383,-1.1618731940048326,1.5894910133824895,3.12,-0.9462585668818404,0.01746485444470447,0.373074818771165,-1.0959758045190928,-0.3581330169420869,-0.21578818331644134,1.9729027909792363,-0.21597501996388963,1.7941000584749573,-1.6790395967995426,1.6509149622208437
6,-3.1014195338078467,0.8816125582209943,-0.11509300374104137,1.7714003339144422,-0.014215985933334618,0.28028405465377926,0.17159825531875228,1.3104310619057027,-0.46295646316248057,-2.0470810083994273,0.09543131782018952,2.1892683600869,-0.20829175166771752,2.62,0.2302734254287962,-1.8988691233036752,-0.03317724498046026,-1.7364120049832072,0.05120648335713163,-1.7234142976274986,-0.20333105265023488,2.193250665091238,-0.09203397104100935,1.8903536029943546,0.03504291773911811,-0.7775381378223383,-0.6618731940048326,2.0894910133824895,2.62,-0.4462585668818404,-0.23445504715776183,0.873074818771165,-0.5959758045190928,0.14186698305791312,-0.05824255736299666,1.6317512715833324,-0.2538837848870857,2.23011280389213,-1.1790395967995426,2.0374647451827914
7,-2.6014195338078467,1.3816125582209944,0.02863361940448178,1.8514232189998698,0.2601308636222414,0.7802840546537793,-0.3284017446812477,1.8104310619057027,0.03704353683751943,-1.5470810083994273,0.07910525153471223,2.0756295529741555,0.12770021093992878,2.12,-0.10242290630619338,-1.3988691233036752,0.13975825186256707,-1.2364120049832072,0.22507907585559248,-1.2234142976274986,0.041941354473013726,1.9138064765238547,-0.2182075512910731,2.123705971329767,0.04505648420656594,-0.27753813782233827,-0.3117302358678012,2.2783691697084674,2.12,0.0537414331181596,-0.134305263810955,1.373074818771165,-0.21921810900429461,0.6418669830579131,0.0205197523158525,1.7885466395641212,-0.09455002735636511,2.248035743698391,-0.6790395967995426,2.2027022963571135
8,-2.1014195338078467,1.8816125582209944,-0.03800576025253391,1.9737055014572227,-0.07053015469626733,1.2802840546537793,-0.4862254028534626,1.3617767461409485,0.2543481425287333,-1.0470810083994273,-0.08793968884821132,1.865658975732283,-0.004070455552669466,1.62,-0.3059836173879813,-0.8988691233036752,-0.23700017952358343,-0.7364120049832072,-0.2749209241444075,-0.7234142976274986,-0.012397182154263886,1.8387548592138063,-0.10050869171759141,2.00235810451753,-0.1154968190958057,0.22246186217766173,-0.42987880558148317,1.8220254098038287,1.62,0.5537414331181596,-0.060740426128312625,1.873074818771165,-0.2224751795378713,1.1418669830579131,-0.10827154184916411,1.940813744376955,0.04953081833007733,1.748035743698391,-0.31309733979618115,2.0896442756212665
9,-1.6014195338078467,2.3003040031580535,-0.0846533260124449,2.0593030991773698,-0.22955848171748086,1.7802840546537793,-0.2553911531642997,0.893941543993685,-0.04768308097256202,-0.8023609897875381,-0.09531526256423282,1.9220459693472967,-0.12780981035891942,1.741888541020097,0.11938342276879277,-0.3988691233036752,0.033536245219420224,-0.23641200498320725,-0.21082689748299416,-0.22341429762749865,-0.11217426342962902,2.085092808743331,0.1151070198279516,1.891368678058094,0.03445626246572894,0.7224618621776617,-0.06917486146904389,1.5297292637759514,1.1611286638093752,1.0537414331181596,0.026782330088792883,2.373074818771165,-0.14165841242155014,1.6418669830579131,-0.11387953123072936,2.121427246618448,-0.008787331954651825,1.799340733048064,-0.44684325080367754,1.7707077417265586
