iter,p0_x0,p0_x1,p1_x0,p1_x1,p2_x0,p2_x1,p3_x0,p3_x1,p4_x0,p4_x1,p5_x0,p5_x1,p6_x0,p6_x1,p7_x0,p7_x1,p8_x0,p8_x1,p9_x0,p9_x1
0,-3.723195914660256,0.8528590932624436,-0.48602405900295587,1.9274755766236638,4.426285430330444,1.6606820789328243,4.563350841981095,-1.0061845562395009,-3.3853339462683745,-4.916394330495701,2.3154412431235407,4.798824810515675,-0.19040291613242477,-1.374408587546419,2.4389754690031245,-1.9027202157977299,1.4339086406339563,2.0152475436790454,0.026287230059999445,-3.955622893607506
1,-4.223195914660256,0.3528590932624436,-0.9860240590029559,1.4274755766236638,3.926285430330444,1.1606820789328243,4.063350841981095,-0.5061845562395009,-2.8853339462683745,-5.12,2.8154412431235407,4.298824810515675,-0.6904029161324248,-0.8744085875464189,1.9389754690031245,-2.40272021579773,0.9339086406339563,1.5152475436790454,0.5262872300599994,-3.455622893607506
2,-3.7231959146602556,-0.14714090673755642,-0.48602405900295587,0.9274755766236638,3.426285430330444,0.6606820789328243,3.5633508419810953,-0.8533423048652533,-2.3853339462683745,-4.62,2.3154412431235407,3.7988248105156748,-0.19040291613242477,-1.374408587546419,1.4389754690031245,-2.7802868899326256,0.4339086406339563,1.0152475436790454,0.026287230059999445,-3.8333671757821928
3,-3.2231959146602556,-0.6471409067375564,0.00033448574945893483,0.42747557662366376,2.926285430330444,0.16068207893282427,3.0633508419810953,-1.3533423048652533,-1.8853339462683745,-4.338069926923773,1.8154412431235407,3.2988248105156748,0.1258152666102086,-1.874408587546419,0.9389754690031245,-3.2802868899326256,-0.06609135936604371,0.5152475436790454,-0.32371276994000053,-4.333367175782193
4,-2.7231959146602556,-1.1471409067375564,0.44806652770201,-0.07252442337633624,2.426285430330444,-0.33931792106717573,2.5633508419810953,-1.8533423048652533,-1.3853339462683745,-3.8380699269237732,1.3154412431235407,2.7988248105156748,0.3471679945300519,-2.224408587546419,0.43897546900312445,-3.268153037047333,0.4339086406339563,0.01524754367904535,-0.2691383110367893,-3.833367175782193
5,-2.2231959146602556,-1.6471409067375564,0.11705877153531313,-0.5725244233763362,1.9262854303304442,-0.8393179210671757,2.0633508419810953,-1.5321991902946173,-0.8853339462683745,-3.3380699269237732,0.8154412431235407,2.2988248105156748,0.07377565742584041,-2.265400432690492,-0.06102453099687555,-2.768153037047333,0.7143302304873211,-0.48475245632095465,0.07121863245670634,-3.333367175782193
6,-1.7231959146602556,-1.625170163925589,-0.12586135232151988,-1.0456517489415829,1.4262854303304442,-1.3393179210671757,1.5633508419810953,-1.7241510577338064,-0.38533394626837447,-2.8380699269237732,0.3154412431235407,1.7988248105156748,-0.021037517684696902,-1.765400432690492,-0.32582309585905633,-2.268153037047333,0.21433023048732114,-0.9847524563209546,0.328617593075917,-3.2232777635512857
7,-1.342270345187226,-1.125170163925589,-0.29590543902130295,-1.3768408768372555,0.9262854303304442,-1.268698159715471,1.6801745397513492,-1.2241510577338064,-0.2085927271542582,-2.4598353251175062,-0.18455875687645928,1.3212547619068227,-0.08922566821249632,-1.265400432690492,-0.15552908353489941,-1.768153037047333,-0.28566976951267886,-1.4149755623841684,0.03566475353724963,-3.1187855170505125
8,-0.842270345187226,-0.7351497392225929,-0.1240966691169601,-0.8836977717510588,0.4262854303304442,-0.768698159715471,1.1801745397513492,-0.7717019506363396,-0.7085927271542583,-2.4635300373612927,-0.5054648222372796,0.8212547619068227,-0.04168231875691293,-0.8376668874509099,-0.022604713269325227,-1.268153037047333,-0.5030566786579747,-1.343867460509705,-0.2286302657722598,-2.7823058493398265
9,-0.342270345187226,-0.7191463438908814,-0.006592311428125441,-0.8162985916308336,0.9262854303304442,-0.5264945859025204,0.6801745397513492,-0.5707871267978533,-0.5967106904430215,-1.9635300373612927,-0.3112877611156094,0.3212547619068227,-0.013226338773097483,-0.8236692809328254,0.054203645941812,-0.866046310035486,-0.003056678657974654,-0.843867460509705,-0.1643641368681939,-2.2823058493398265
