iter,p0_x0,p0_x1,p1_x0,p1_x1,p2_x0,p2_x1,p3_x0,p3_x1,p4_x0,p4_x1,p5_x0,p5_x1,p6_x0,p6_x1,p7_x0,p7_x1,p8_x0,p8_x1,p9_x0,p9_x1
0,-4.710503319099558,-1.5406116677802628,2.046632347684845,0.683882652291107,-3.0142159859333346,-1.7301476747778723,0.7442266744436958,-1.6895689380942973,-1.3035208460882641,-5.047081008399427,-0.6586107531705627,4.344346872988894,1.9901864551681818,4.849597287039466,-1.9954686367082148,-4.636179277515068,-1.02876122143069,-4.613806295117906,-1.041264502354391,-4.723414297627499
1,-5.035332221704223,-2.040611667780263,1.5466323476848451,0.183882652291107,-2.5142159859333346,-2.2301476747778723,0.24422667444369583,-1.1895689380942973,-0.8035208460882641,-4.547081008399427,-0.15861075317056272,3.8443468729888943,1.4901864551681818,5.12,-1.4954686367082148,-4.136179277515068,-0.52876122143069,-4.113806295117906,-0.5412645023543909,-4.223414297627499
2,-5.052537411895753,-1.5406116677802628,1.0466323476848451,-0.316117347708893,-2.0142159859333346,-1.7301476747778723,-0.10577332555630414,-0.8395689380942973,-0.30352084608826413,-4.047081008399427,0.3413892468294373,3.3443468729888943,0.9901864551681818,4.820843338135184,-0.9954686367082148,-3.636179277515068,-0.028761221430690043,-3.6138062951179064,-0.27636109075813053,-3.7234142976274986
3,-4.552537411895753,-1.0406116677802628,0.5466323476848451,-0.816117347708893,-1.5142159859333346,-1.2301476747778723,-0.35077332555630414,-0.5945689380942973,0.15009474837080772,-3.5470810083994273,0.389777939711508,2.8443468729888943,0.4901864551681818,4.320843338135184,-0.49546863670821484,-3.136179277515068,0.31561254146179424,-3.1138062951179064,0.03343857216334262,-3.2234142976274986
4,-4.398215639699149,-1.1047092801581178,0.046632347684845143,-0.6217845670515137,-1.0142159859333346,-0.8629044146803336,-0.10909340110866009,-0.7807183679045078,-0.34331924058338054,-3.0470810083994273,-0.11022206028849202,2.3443468729888943,0.16197502065309433,3.820843338135184,-0.05351448365134359,-3.0038216272761415,0.18060732961059298,-2.6138062951179064,0.08862856284574985,-2.7234142976274986
5,-3.898215639699149,-1.6047092801581178,0.47831941158081426,-0.5458449113007677,-0.6642159859333346,-0.6058341326120565,-0.6090934011086601,-1.0084773666914746,-0.803925746452467,-2.5470810083994273,-0.610222060288492,1.8443468729888943,-0.3380249793469057,3.320843338135184,-0.5535144836513436,-2.648572089289075,-0.319392670389407,-2.1138062951179064,-0.4113714371542502,-2.2234142976274986
6,-3.398215639699149,-2.1047092801581178,0.7121449171389527,-0.5970862622789807,-0.8796729714912477,-0.816177351543347,-0.9475064363174484,-1.1277450580976789,-0.7309282961433641,-2.0470810083994273,-0.6653447521173158,1.3443468729888943,-0.8380249793469057,2.820843338135184,-1.0535144836513437,-2.148572089289075,-0.819392670389407,-1.7603716589047325,-0.9113714371542502,-2.038759749151591
7,-3.413398849612329,-1.6047092801581178,0.21214491713895267,-0.47413533694702614,-1.3560542699953386,-1.0388570836962812,-1.2505878123462253,-0.8737386030560932,-0.8513629946361458,-1.5470810083994273,-0.5206445407246726,0.8443468729888943,-1.3380249793469057,2.320843338135184,-0.5535144836513437,-2.1928044602427477,-1.319392670389407,-1.3828804242527513,-1.3339251219696968,-1.5788119157278624
8,-2.913398849612329,-1.6769239905549942,-0.1342471207145659,-0.5612320235284188,-1.2229376626009982,-1.086836595053619,-1.24750402282463,-0.7106285509943121,-1.039530431228389,-1.324535389168385,-0.6411076400289049,0.3443468729888943,-1.1885074257219101,1.9921836941285611,-0.5217325989023134,-2.6928044602427477,-1.0222895429352887,-0.8828804242527513,-1.3343229049104464,-1.5793768906197454
9,-2.413398849612329,-1.3830478709117275,-0.5037911329767987,-0.5245212894590843,-0.8713881743057563,-0.7136717535394965,-0.7475040228246299,-1.1367301596299322,-0.7894389625931275,-1.3196755456948572,-0.4236731575020375,0.8443468729888943,-0.8641844857157427,1.4921836941285611,-0.4208173828708017,-2.1928044602427477,-0.814317353717406,-0.5328804242527513,-0.9010613353931036,-1.6202698324741023
