iter,p0_x0,p0_x1,p1_x0,p1_x1,p2_x0,p2_x1,p3_x0,p3_x1,p4_x0,p4_x1,p5_x0,p5_x1,p6_x0,p6_x1,p7_x0,p7_x1,p8_x0,p8_x1,p9_x0,p9_x1,p10_x0,p10_x1,p11_x0,p11_x1,p12_x0,p12_x1,p13_x0,p13_x1,p14_x0,p14_x1,p15_x0,p15_x1,p16_x0,p16_x1,p17_x0,p17_x1,p18_x0,p18_x1,p19_x0,p19_x1
0,0.15196902705157175,0.10344660195645407,-0.08581425367231442,-0.1237177692955918,0.029932681194747287,-0.8576387510449285,0.5525338006335033,0.4060847311093512,0.10717691525109148,0.13664528426687803,-0.037604586767495764,-0.5638680736276437,-0.8439859071410286,-0.07954430570762225,-0.61500843028286,-0.12088947794623726,-0.19455713902072824,-0.6181536133112439,-0.3158354413976424,0.48118255983859054,-0.35305516411302185,-0.3899525792441782,0.45423963216029734,-0.10808231758073608,0.25348382416921167,0.1604007692284429,-0.4758556115294195,-0.3281998600990208,0.23136619229329447,0.04921770791026934,-0.25939356689703486,0.7375026586387444,0.3369335648278789,-0.09366526754089508,-0.05239004081444996,-0.1289859545404277,1.3695885646619743,0.5491245524283817,0.011758726153590282,-0.8231124456049549
1,-0.3480309729484282,0.3141088344831468,0.41418574632768557,-0.6237177692955918,-0.4700673188052527,-0.5003820324276097,0.4727780868331306,-0.09391526889064877,-0.39282308474890854,-0.36335471573312195,-0.32988081900979493,-0.09433229854700848,-0.3439859071410286,-0.5795443057076223,-0.11500843028286001,0.3791105220537627,0.30544286097927176,-1.118153613311244,0.1841645586023576,0.9811825598385906,-0.22416783529456094,0.1100474207558218,0.9542396321602973,0.03111522891766813,0.6996636932161915,-0.33959923077155707,0.02414438847058048,0.1718001399009792,-0.18024771629869274,-0.4068715606121567,-0.42002751610112765,0.23750265863874442,-0.1630664351721211,-0.5097362634897579,0.03259281232434163,0.3710140454595723,0.8695885646619743,0.04912455242838165,0.3529295892597458,-0.8102306397856601
2,0.15196902705157178,0.20976305235535983,0.9141857463276856,-0.7644007800740735,0.02993268119474729,-0.031110130261469693,0.4250703070414014,-0.3728265062957135,0.10717691525109146,-0.3350895319983438,0.10747777016753002,0.28386109710096774,0.1560140928589714,-0.6743258585833853,0.38499156971714,0.26356427614787875,0.8054428609792718,-0.618153613311244,0.6841645586023576,0.8835191117799062,0.27583216470543903,0.3850616522418378,1.3042396321602974,0.12855351146655108,0.9375475457775521,-0.18114687374006394,0.5241443884705805,0.4843175214747752,0.31975228370130726,-0.1520990313161018,0.07997248389887235,-0.16605089431248787,-0.062028880451911156,-0.009736263489757868,0.08328476412201499,-0.12898595454042772,0.6299638261047196,-0.30967309933846393,0.4883889532951078,-0.3102306397856601
3,0.4399225362469301,0.020790681206622613,0.41418574632768557,-0.2644007800740735,0.37993268119474727,0.2973802012548283,-0.04563677814292988,-0.1413131709297105,0.4410550819417148,0.13797377813129297,0.3517555501659446,0.2339862757362376,-0.3439859071410286,-0.17432585858338534,0.45915163021971006,0.3153781348466489,0.30544286097927176,-0.11815361331124397,0.8055832496022042,0.38351911177990616,-0.22416783529456097,0.04823538893122531,1.1211471779040494,0.08838407602252939,0.43754754577755206,0.016108318342662686,0.15078380653940454,0.3501032413114144,0.2411444821212244,0.3470524985349894,0.40348704564450055,-0.34628102554237705,0.11713484837311425,0.31937418261491723,0.05246937190716458,-0.34377067819352747,0.45140480824972884,-0.1359788674577777,-0.011611046704892214,-0.5618076113889748
4,0.29031319481637685,-0.10688025447959881,-0.08581425367231443,0.23559921992592647,-0.06895786097430873,-0.0125654682467769,-0.2699327176485459,0.0680535831181969,0.3359309396849053,0.2691723826055884,0.1580505067785788,-0.15473609349955347,-0.8439859071410286,0.32567414141661466,-0.04084836978028994,0.251656528604012,-0.19455713902072824,0.3117426702705538,0.3055832496022042,0.23372315512149028,-0.37087454685959886,-0.2867869994270206,0.6211471779040494,-0.06734257785259064,-0.06245245422244794,0.09108330107783477,-0.21220988337678948,-0.10550232032864265,-0.023216644531897312,0.2164894471463064,0.35803733011018213,-0.2762741487677077,0.08284271984196365,0.07481892530895734,-0.003665823539304537,-0.16541886734014283,0.7494604397975467,0.027316628790554298,-0.3502912091273938,-0.5006593597824656
5,-0.11347558385945433,-0.0686006343820863,-0.3742939680340522,0.1801810551682635,-0.17778127219034684,-0.2570088099752019,-0.16551554495647994,-0.01302471229449384,0.08737956483994927,0.227340975185358,-0.13069024730538725,-0.30901750096264763,-0.3439859071410286,0.21012076944315594,-0.3203170992296829,0.019853672392039667,-0.21133585698581092,0.35077729223856213,-0.18406143423660815,0.7337231551214902,0.052351641350913414,-0.019755380254653065,0.6915539931665888,-0.10528445394204464,-0.397227095434971,0.009837970157573456,0.0947453832852409,-0.25688621502134207,-0.13408678478130115,-0.138347160790585,-0.14196266988981787,0.06358417597282773,-0.1469732828766303,-0.28553892975319406,-0.02541296501248922,0.13210400028912078,0.24946043979754673,0.12472309187825767,-0.17257403674362956,-0.6117185776747244
6,-0.28745596284363617,-0.0013472511769176826,0.06782410638112785,-0.3065192885611449,0.0922925647734108,-0.10298265548856195,0.18383377193943637,-0.12863485917407294,-0.10787254523757703,0.06445428681721971,0.08940783708523695,0.06433071934732743,-0.4960685613936884,0.05676899973820282,0.04238662305003377,0.10526986947095651,0.2886641430141891,-0.11798511756516283,-0.04726970669739161,0.9429633285289363,0.33032664450505644,0.15281532149964538,0.7298444266395362,0.1176375458158653,-0.4433789072031842,0.0014507183073564425,0.1994423055505239,0.24311378497865793,-0.0990633773739603,-0.2941464925525353,-0.402670638280045,0.16988389746132293,-0.01351593028740175,-0.2341423874542044,-0.02490182073986715,0.28277195831081703,0.2996234659801045,-0.05414024961994682,0.10681532530850665,-0.1802829921700611
7,0.050431249506322495,0.02144325161668765,0.21418769859742823,-0.33024330070099933,0.15740927336290145,0.13545274869192425,0.27059155636291216,-0.11802310320625077,-0.17686118078575042,-0.172663445584478,0.16040191357450062,0.24050737422759594,-0.4410649251035347,-0.18711192322623282,0.28412937851068226,0.13679642168087405,0.6197222446491626,-0.342650931031513,0.1119800203758824,0.9013169432374657,-0.16845559095091167,0.17851005082491336,0.3439868673856362,0.16793589406153214,0.01735926296931023,0.09374810098670144,-0.1652040950578264,0.282174054364182,-0.04094389718098547,-0.08619597369321572,0.08334826906185289,0.14997341100807987,0.05741808626509552,0.055695143620002,-0.022291640695203518,-0.13383032851841314,0.06917725559849747,-0.1121284140447053,0.17656941551049762,-0.018567035962442163
8,0.2771325837756274,-0.03322909191346426,-0.20748765196951138,-0.12253487017791226,0.18059078798752048,0.014216513011497747,-0.07503596105127769,-0.08183117052322673,-0.14945619881798822,-0.22450402858614385,0.09670759157895584,-0.027754895216980824,-0.33076922550578625,-0.10553278077309138,-0.09899763211201146,-0.028012472173688685,0.21238562728482002,-0.05605267885362031,0.15007823004552714,0.5078197522232879,-0.46996571901132767,-0.23433263501144017,0.018984221335733797,-0.04403796196551446,0.3573676326190346,0.15040218464925229,-0.12048043062938521,0.21312463627680484,0.012244149845529177,0.07131897253820363,0.1433869691219939,-0.19642718912505452,-0.029989674963305582,0.18333127848929154,0.02135858763584837,-0.31754308397867975,-0.1461733898051717,-0.12390373241782648,0.06508052857595939,0.07746779069239335
9,0.2396563121652463,-0.05158983900298081,-0.25291063145660864,0.11569270394467152,0.08947758767973052,-0.11419724185832424,-0.196192034875737,-0.006677249327880219,0.03626033180398508,0.2055744719642333,0.015764304256929138,-0.21747858453325553,-0.29810724440737063,-0.010466080914691506,-0.363656701107757,-0.14573618712252495,-0.15940065800218767,0.1630067425589588,-0.21212237481190607,0.2974661975674713,0.030034280988672335,-0.2964617180204839,-0.19627124618336902,-0.18534449620177018,0.04409377613295351,-0.02126127268546199,0.1984641366144205,0.13607023507082408,0.05012673520687529,0.1399983027341828,-0.21741173235896005,-0.31643904316827476,-0.06225621975416852,-0.02756588681732891,0.026723338329628595,-0.07106035269651778,0.11912460280148773,0.003541239889303549,-0.029991419200016037,0.043297987154880146
