iter,best_fit,avg_velocity,diversity,num_improving,w,c1,c2
0,21.824583092062934,0.614601294314194,0.9404219438086336,9,0.7,1.4,1.4
1,15.915158982437308,0.499337515767566,0.7714056025221512,7,0.7,1.4,1.4
2,15.915158982437308,0.5074166553016178,0.63349677040945,5,0.7,1.4,1.4
3,13.343841542306679,0.42236484230651605,0.5038811946719086,6,0.7,1.4,1.4
4,13.343841542306679,0.36163415401666493,0.5508728659361004,5,0.7,1.4,1.4
5,13.343841542306679,0.3607701893270925,0.5359852954891758,3,0.7,1.4,1.4
6,13.045979133081826,0.3716036930430183,0.4049914381496995,9,0.7,1.4,1.4
7,13.045979133081826,0.3424281813190574,0.4034413591835035,5,0.7,1.4,1.4
8,13.045979133081826,0.29874373022562917,0.30536176737619036,6,0.7,1.4,1.4
9,13.045979133081826,0.3157004461236525,0.21703618583188827,8,0.7,1.4,1.4
10,13.045979133081826,0.2444995587777316,0.24670372626585252,3,0.7,1.4,1.4
11,13.045979133081826,0.20869374020855286,0.2161471347110092,7,0.7,1.4,1.4
12,13.045979133081826,0.2502333011712875,0.24451618655437155,3,0.7,1.4,1.4
13,13.045979133081826,0.21143872576658315,0.21741221759786894,4,0.7,1.4,1.4
14,12.95132162386415,0.1985600056298999,0.2148625121717666,5,0.7,1.4,1.4
15,12.95132162386415,0.17592266698268283,0.23660618638406145,3,0.7,1.4,1.4
16,12.95132162386415,0.24747636535333464,0.21565651809463376,5,0.7,1.4,1.4
17,12.938256118156588,0.147659009223799,0.2230662073964055,4,0.7,1.4,1.4
18,12.938256118156588,0.20853487745206684,0.1808424130440056,3,0.7,1.4,1.4
19,12.938256118156588,0.16617927843732522,0.1622452704086849,7,0.7,1.4,1.4
20,12.938256118156588,0.13633235603024124,0.13088968622419786,3,0.7,1.4,1.4
21,12.938223077512513,0.11084056725702984,0.07453986723746557,4,0.7,1.4,1.4
22,12.938223077512513,0.11492345331393532,0.07700893316697419,5,0.7,1.4,1.4
23,12.938223077512513,0.08933938418160196,0.10273529226322127,4,0.7,1.4,1.4
24,12.934456778325977,0.07894980322281672,0.11269240788670547,6,0.7,1.4,1.4
25,12.934456778325977,0.09869951964190639,0.10436928652273054,3,0.7,1.4,1.4
26,12.934456778325977,0.078050911071022,0.07645553889023163,1,0.7,1.4,1.4
27,12.934456778325977,0.09109257761497047,0.06262804906925053,1,0.7,1.4,1.4
28,12.934456778325977,0.08876368106160067,0.07620958540619338,3,0.7,1.4,1.4
29,12.934456778325977,0.06661068069055051,0.08891067799006222,3,0.7,1.4,1.4
30,12.934456778325977,0.07186780021580419,0.07941349669916832,6,0.7,1.4,1.4
31,12.934456778325977,0.052989644413792024,0.08998459185989219,4,0.7,1.4,1.4
32,12.934456778325977,0.04678592288404896,0.07367364893568126,5,0.7,1.4,1.4
33,12.934456778325977,0.0666451658096143,0.07638243056440609,4,0.7,1.4,1.4
34,12.934456778325977,0.059343964919933864,0.07424857659845421,2,0.7,1.4,1.4
35,12.934456778325977,0.06404179541332179,0.06005649719590178,5,0.7,1.4,1.4
36,12.934456778325977,0.04834426614480789,0.04323030322717454,1,0.7,1.4,1.4
37,12.934456778325977,0.06151652195632808,0.0369784844805533,4,0.7,1.4,1.4
38,12.934456778325977,0.045940292591964145,0.0551587731736304,4,0.7,1.4,1.4
39,12.934456778325977,0.04438994056043712,0.06488001503822018,4,0.7,1.4,1.4
40,12.934456778325977,0.03972395023181953,0.07552673810861178,2,0.7,1.4,1.4
41,12.934456778325977,0.04277408573210474,0.04759092822358781,0,0.7,1.4,1.4
42,12.934456778325977,0.036890949326418544,0.04322952245371988,4,0.7,1.4,1.4
43,12.934456778325977,0.04536314565532099,0.04670415317845003,2,0.7,1.4,1.4
44,12.934454561786808,0.040949383878141885,0.029775660294662953,3,0.7,1.4,1.4
45,12.934454561786808,0.04721748935891979,0.04761788875821639,5,0.7,1.4,1.4
46,12.934434133073017,0.0364473000350176,0.05404988322414391,5,0.7,1.4,1.4
47,12.934434133073017,0.0240238898005857,0.05353863710657335,2,0.7,1.4,1.4
48,12.934432522913077,0.0379812544232498,0.04313712198199415,5,0.7,1.4,1.4
49,12.934432522913077,0.03534434983223081,0.02126079990750218,0,0.7,1.4,1.4
50,12.934432522913077,0.036515076437580604,0.030634873400212544,3,0.7,1.4,1.4
51,12.934432522913077,0.04221543431169594,0.06915899890429489,3,0.7,1.4,1.4
52,12.934432522913077,0.03500466306329135,0.03954666161516308,2,0.7,1.4,1.4
53,12.934432522913077,0.03488728601226887,0.024569086870205686,6,0.7,1.4,1.4
54,12.934432522913077,0.03256501073059544,0.034042354456017346,4,0.7,1.4,1.4
55,12.934432522913077,0.016239769688164186,0.03146987228940929,7,0.7,1.4,1.4
56,12.934432443048895,0.034857135968697564,0.05494336443140613,4,0.7,1.4,1.4
57,12.934432443048895,0.03925179580189358,0.06288477130513351,4,0.7,1.4,1.4
58,12.934432443048895,0.03057644559595548,0.046582271759713446,4,0.7,1.4,1.4
59,12.934432443048895,0.03685515266179178,0.028451895712792673,2,0.7,1.4,1.4
60,12.934432443048895,0.028278327411143535,0.020521483569904138,3,0.7,1.4,1.4
61,12.934432443048895,0.03856768951173262,0.05412382871013745,3,0.7,1.4,1.4
62,12.934432443048895,0.029875956565361163,0.05584281560022183,2,0.7,1.4,1.4
63,12.934432443048895,0.012773516032034929,0.05071614817571266,3,0.7,1.4,1.4
64,12.934432443048895,0.03155905491370479,0.04437311033952251,7,0.7,1.4,1.4
65,12.934432443048895,0.019360105240344743,0.057115388210653026,2,0.7,1.4,1.4
66,12.934432443048895,0.01926302946308282,0.05604838370173167,4,0.7,1.4,1.4
67,12.934432443048895,0.03234421880938793,0.02983256666064864,3,0.7,1.4,1.4
68,12.934432443048895,0.03645834598395302,0.023271992769371384,4,0.7,1.4,1.4
69,12.934432443048895,0.026014667197778108,0.037266620335380043,5,0.7,1.4,1.4
70,12.934432432252297,0.02857835172353663,0.06462426026839227,4,0.7,1.4,1.4
71,12.934432432252297,0.010099923876266273,0.05606899595298379,5,0.7,1.4,1.4
72,12.934432432252297,0.026786953153117393,0.043043481438522185,7,0.7,1.4,1.4
73,12.934432432252297,0.03330162218587551,0.012655562677583634,1,0.7,1.4,1.4
74,12.934432432252297,0.01954453146737104,0.025167965534728064,4,0.7,1.4,1.4
75,12.934432432252297,0.005106295551849644,0.02684219833655646,3,0.7,1.4,1.4
76,12.934432432252297,0.027038251908549093,0.05039144484302318,6,0.7,1.4,1.4
77,12.934432432252297,0.034879904108013525,0.017156113475674535,2,0.7,1.4,1.4
78,12.934432432252297,0.02959696505344426,0.01346356415921473,6,0.7,1.4,1.4
79,12.934432432172564,0.03450220077969602,0.021662978367944903,4,0.7,1.4,1.4
80,12.934432432172564,0.026492092865357985,0.04496216299547244,2,0.7,1.4,1.4
81,12.934432432155896,0.017060661903463042,0.06047128367665945,2,0.7,1.4,1.4
82,12.934432432092798,0.028462653747954907,0.03232153474197004,3,0.7,1.4,1.4
83,12.934432432092798,0.02029756562462173,0.04669821391483929,3,0.7,1.4,1.4
84,12.934432432060916,0.023426128424455378,0.03721644373751763,3,0.7,1.4,1.4
85,12.934432432060916,0.025484847408730464,0.051809810118178146,4,0.7,1.4,1.4
86,12.934432432051919,0.018744907638656823,0.057547412745103624,3,0.7,1.4,1.4
87,12.934432432051919,0.025743326836930085,0.03255983397559453,7,0.7,1.4,1.4
88,12.934432432041291,0.02884407329053722,0.03660983499993986,3,0.7,1.4,1.4
89,12.934432432041291,0.02566181638864168,0.058189687161605774,6,0.7,1.4,1.4
