iter,p0_x0,p0_x1,p1_x0,p1_x1,p2_x0,p2_x1,p3_x0,p3_x1,p4_x0,p4_x1,p5_x0,p5_x1,p6_x0,p6_x1,p7_x0,p7_x1,p8_x0,p8_x1,p9_x0,p9_x1
0,-2.2984033452618178,-0.5743420629014704,-2.2169323550832987,3.4739242722309056,-3.7726116622466996,-4.583559327628367,2.5020487544274923,4.120270825030338,-0.23599245150193848,3.210649874220281,-0.9802427414407395,3.2906531129431675,3.1885478030598184,1.5098516276892848,-3.5578745015493665,-4.69112924074526,0.8354432299259553,-0.9895956926506608,2.3688980458347215,-1.676531369260347
1,-1.7984033452618178,-1.0743420629014704,-2.7169323550832987,2.9739242722309056,-4.2726116622467,-4.083559327628367,3.0020487544274923,3.620270825030338,0.2640075484980615,2.710649874220281,-0.48024274144073953,2.7906531129431675,2.6885478030598184,2.009851627689285,-3.0578745015493665,-4.19112924074526,1.3354432299259553,-1.4895956926506608,1.8688980458347215,-1.176531369260347
2,-1.2984033452618178,-1.371862447655129,-2.2169323550832987,2.4739242722309056,-3.7726116622466996,-3.5835593276283673,2.5020487544274923,3.120270825030338,0.7640075484980615,2.210649874220281,-0.03123942094887111,2.72472839567889,2.1885478030598184,1.5098516276892848,-2.5578745015493665,-3.6911292407452603,0.8354432299259553,-1.0716079957041253,1.3688980458347215,-0.8215371382671439
3,-0.7984033452618178,-0.9402870195937424,-2.1786971228754464,1.9739242722309056,-3.2726116622466996,-3.0835593276283673,2.0020487544274923,2.620270825030338,1.1720836654780122,1.7106498742202811,0.4687605790511289,2.2249733940814305,2.3829506330148766,1.0098516276892848,-2.194909339736768,-3.1911292407452603,0.48544322992595534,-0.5980498666595176,0.8688980458347215,-0.8111723696058978
4,-0.2984033452618178,-0.6387991544804805,-1.6786971228754464,1.4739242722309056,-2.7726116622466996,-2.5835593276283673,1.5020487544274923,2.120270825030338,1.1493589333925702,1.2106498742202811,0.24834868016515602,1.7249733940814305,1.8829506330148766,0.5098516276892848,-1.694909339736768,-2.6911292407452603,0.7398824614068893,-0.4985630534116713,0.49387713112299586,-0.987436709950067
5,0.20159665473818222,-0.798938572249162,-1.1786971228754464,1.0594328111889921,-2.6042762742778143,-2.0835593276283673,1.3148891768372302,1.620270825030338,1.1303496680337866,0.7106498742202811,0.030435596484674615,1.2249733940814305,1.536493720501062,0.009851627689284825,-1.194909339736768,-2.1911292407452603,0.985999198854882,-0.9985630534116713,0.7329028286686627,-1.0171397680838334
6,0.6772781445803162,-1.1862734743896233,-0.6786971228754464,0.5594328111889921,-2.1042762742778143,-1.5835593276283673,1.674098579250419,2.120270825030338,1.0042602088526658,0.21064987422028114,0.5304355964846746,0.7249733940814305,1.036493720501062,-0.4901483723107152,-0.694909339736768,-1.6911292407452603,1.1582809150684767,-1.3485630534116713,1.043746908777897,-0.956025826740659
7,0.1772781445803162,-1.3680340558431232,-0.9586300143463009,0.05943281118899213,-1.6042762742778143,-1.0835593276283673,1.3155346092942162,1.620270825030338,0.9151300218447773,-0.28935012577971886,0.5919635277468257,0.22497339408143047,0.6656422112294873,-0.9901483723107152,-0.19490933973676805,-1.1911292407452603,1.0453792114302742,-0.9399827242824064,1.2375023987281897,-0.9719791524718258
8,-0.3227218554196838,-0.8680340558431232,-1.154583038375899,-0.29056718881100785,-1.1973977734270171,-0.5835593276283673,1.3687136098629191,1.120270825030338,0.4151300218447773,-0.24639414503790497,0.0919635277468257,0.7249733940814305,0.1656422112294873,-1.2343652789506439,0.06657211439051508,-0.7093467208971532,0.5453792114302742,-0.43998272428240637,1.0392384634523393,-0.47197915247182576
9,-0.8227218554196838,-0.3680340558431232,-0.8407028540246652,-0.19914787363903794,-1.2169358722795032,-0.08355932762836726,0.8687136098629191,0.6202708250303379,-0.08486997815522268,0.25360585496209503,-0.4080364722531743,0.8779441356259458,-0.3343577887705127,-0.7343652789506439,-0.4334278856094849,-0.28465735575711026,0.045379211430274236,-0.40963905423826763,0.5392384634523393,-0.035111951079824455
