iter,best_fit,avg_velocity,diversity,num_improving,w,c1,c2
0,4.376746597875066,0.677872182912089,3.8837953533756697,9,0.7,1.4,1.4
1,4.376746597875066,0.5859569986688775,3.3605325358319376,10,0.7,1.4,1.4
2,4.376746597875066,0.6591590154560333,2.7771748318798277,9,0.7,1.4,1.4
3,1.840296395837548,0.5643395873587075,2.279287645781668,11,0.7,1.4,1.4
4,1.840296395837548,0.5913364521675992,1.8244435340680554,7,0.7,1.4,1.4
5,1.840296395837548,0.5686140556396644,1.4298726073193868,10,0.7,1.4,1.4
6,1.405970155225706,0.5391090569144394,1.0961734363962536,10,0.7,1.4,1.4
7,1.007211641321362,0.4997389501810713,0.7863714323954658,7,0.7,1.4,1.4
8,1.007211641321362,0.3818194092376911,0.6265698278847577,3,0.7,1.4,1.4
9,0.030387710633771547,0.39072455513554993,0.5192270925745721,4,0.7,1.4,1.4
10,0.030387710633771547,0.3796275442171208,0.5264649306663086,4,0.7,1.4,1.4
11,0.011810893442870452,0.325227115401184,0.5140721277113628,6,0.7,1.4,1.4
12,0.011810893442870452,0.313273091694806,0.497291879266608,6,0.7,1.4,1.4
13,0.011810893442870452,0.27187524720614265,0.43327484253973847,4,0.7,1.4,1.4
14,0.011810893442870452,0.27525738716944853,0.4060480475132642,4,0.7,1.4,1.4
15,0.011810893442870452,0.2427526638569452,0.36527990169408875,5,0.7,1.4,1.4
16,0.011810893442870452,0.23470153724965442,0.3014837120439772,5,0.7,1.4,1.4
17,0.011810893442870452,0.2113114731147784,0.2557736108516648,2,0.7,1.4,1.4
18,0.011810893442870452,0.18143198940252234,0.27640038450666227,5,0.7,1.4,1.4
19,0.011810893442870452,0.18178394599707495,0.2546604562761515,4,0.7,1.4,1.4
20,0.011810893442870452,0.1634139189653998,0.15269840443081903,4,0.7,1.4,1.4
21,0.008605190645038618,0.19246391955091308,0.17387087301161328,4,0.7,1.4,1.4
22,0.008605190645038618,0.1278881998754169,0.2083039012129036,5,0.7,1.4,1.4
